Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10032562911510468,0.10076180329544944,0.10032562911510468,0.10032562911510468,469033600,0.0,0.0
1980-12-15,0.0955277555324095,0.0955277555324095,0.09509158134460449,0.09509158134460449,175884800,0.0,0.0
1980-12-16,0.08854821711063644,0.08854821711063644,0.08811204880475998,0.08811204880475998,105728000,0.0,0.0
1980-12-17,0.09029287844896317,0.09072905246504613,0.09029287844896317,0.09029287844896317,86441600,0.0,0.0
1980-12-18,0.09291072189807892,0.09334689023392788,0.09291072189807892,0.09291072189807892,73449600,0.0,0.0
1980-12-19,0.09858096390962601,0.09901713817787786,0.09858096390962601,0.09858096390962601,48630400,0.0,0.0
1980-12-22,0.10337886959314346,0.10381582431322837,0.10337886959314346,0.10337886959314346,37363200,0.0,0.0
1980-12-23,0.10774136334657669,0.10817753768624763,0.10774136334657669,0.10774136334657669,46950400,0.0,0.0
1980-12-24,0.1134115755558014,0.11384774982138735,0.1134115755558014,0.11341157555580139,48003200,0.0,0.0
1980-12-26,0.12388051301240921,0.12431668743491664,0.12388051301240921,0.12388051301240921,55574400,0.0,0.0
1980-12-29,0.12562516331672668,0.12606133761515095,0.12562516331672668,0.12562516331672668,93161600,0.0,0.0
1980-12-30,0.12300810028807287,0.12300810028807287,0.12257193773984909,0.12257193773984909,68880000,0.0,0.0
1980-12-31,0.1195187368036708,0.1195187368036708,0.11908256262540817,0.11908256262540817,35750400,0.0,0.0
1981-01-02,0.12039112299680711,0.121263471711894,0.12039112299680711,0.1203911229968071,21660800,0.0,0.0
1981-01-05,0.11821026929566,0.11821026929566,0.11777410656213762,0.1177741065621376,35728000,0.0,0.0
1981-01-06,0.11297536118445362,0.11297536118445362,0.11253918707370758,0.11253918707370758,45158400,0.0,0.0
1981-01-07,0.10817753768624763,0.10817753768624763,0.10774136334657669,0.10774136334657669,55686400,0.0,0.0
1981-01-08,0.10599668899040922,0.10599668899040922,0.10556052625179291,0.10556052625179291,39827200,0.0,0.0
1981-01-09,0.11123071610927582,0.11166689037577791,0.11123071610927582,0.11123071610927582,21504000,0.0,0.0
1981-01-12,0.11123070916140448,0.11123070916140448,0.11035837233066559,0.11035837233066559,23699200,0.0,0.0
1981-01-13,0.10686899207626818,0.10686899207626818,0.10643281787633896,0.10643281787633896,23049600,0.0,0.0
1981-01-14,0.10686895996332169,0.1073051340321854,0.10686895996332169,0.10686895996332169,14291200,0.0,0.0
1981-01-15,0.10904984176158905,0.1099221784363464,0.10904984176158905,0.10904984176158905,14067200,0.0,0.0
1981-01-16,0.10861367964318677,0.10861367964318677,0.10817750543355942,0.10817750543355942,13395200,0.0,0.0
1981-01-19,0.11472003161907195,0.11515620567521795,0.11472003161907195,0.11472003161907196,41574400,0.0,0.0
1981-01-20,0.11166689037577791,0.11166689037577791,0.11123071610927582,0.11123071610927582,30083200,0.0,0.0
1981-01-21,0.1134115755558014,0.11428391243919736,0.1134115755558014,0.11341157555580139,15904000,0.0,0.0
1981-01-22,0.11472003161907195,0.11559237973136394,0.11472003161907195,0.11472003161907196,35548800,0.0,0.0
1981-01-23,0.11472009362631373,0.11515626791821586,0.11428391933441161,0.11428391933441162,11222400,0.0,0.0
1981-01-26,0.11297536118445362,0.11297536118445362,0.11253918707370758,0.11253918707370758,24640000,0.0,0.0
1981-01-27,0.11253923237402279,0.11253923237402279,0.11166689544916153,0.11166689544916153,23699200,0.0,0.0
1981-01-28,0.10861367964318677,0.10861367964318677,0.10817750543355942,0.10817750543355942,28156800,0.0,0.0
1981-01-29,0.10468813262934658,0.10468813262934658,0.10425195842981337,0.10425195842981339,43904000,0.0,0.0
1981-01-30,0.09945331244612969,0.09945331244612969,0.09858096390962601,0.09858096390962601,46188800,0.0,0.0
1981-02-02,0.09334689023392788,0.09334689023392788,0.09291072189807892,0.09291072189807892,23766400,0.0,0.0
1981-02-03,0.09640011936426161,0.09683628782446298,0.09640011936426161,0.09640011936426163,19152000,0.0,0.0
1981-02-04,0.09988946467638016,0.10032562720062813,0.09988946467638016,0.09988946467638016,27865600,0.0,0.0
1981-02-05,0.09988946467638016,0.10076180137264953,0.09988946467638016,0.09988946467638016,7929600,0.0,0.0
1981-02-06,0.10032562911510468,0.10076180329544944,0.10032562911510468,0.10032562911510468,13865600,0.0,0.0
1981-02-09,0.09596392389632756,0.09596392389632756,0.09509158134460449,0.09509158134460449,16755200,0.0,0.0
1981-02-10,0.09509158134460449,0.0955277555324095,0.09509158134460449,0.09509158134460449,18345600,0.0,0.0
1981-02-11,0.09247458387868128,0.09247458387868128,0.09203841537237167,0.09203841537237167,13843200,0.0,0.0
1981-02-12,0.09160217665172445,0.09160217665172445,0.09116522222757341,0.0911652222275734,14560000,0.0,0.0
1981-02-13,0.08985675007941689,0.08985675007941689,0.0889844074845314,0.0889844074845314,11155200,0.0,0.0
1981-02-17,0.09116522222757341,0.09160217665172445,0.09116522222757341,0.0911652222275734,12275200,0.0,0.0
1981-02-18,0.09509158134460449,0.09596392389632756,0.09509158134460449,0.09509158134460449,19241600,0.0,0.0
1981-02-19,0.08985673862646784,0.08985673862646784,0.08942056447267532,0.08942056447267532,22310400,0.0,0.0
